filename;station;sensor_sn;date;hour;lat;long;local_depth;depth;press;temp;sal;calc_sal;cons_temp;dens;sigma_t;N2;press_N2;chl;turb;fico;cdom;par;secchi
RBR_maestro_sn80228_20250402_165837.csv;p9;RBR_maestro_sn80228_20250;2025-04-02;16:50:00;-24.0956;-45.69358;32.5;22.5;23.6977946;16.3001436;;;16.273376904651013;1026.284721007721;26.18101226602107;-9.812328840206122e-05;23.99751705;0.4991729791199999;;0.7282328;0.7303515;-1.3635700800000023;11.0
RBR_maestro_sn80228_20250402_165837.csv;p9;RBR_maestro_sn80228_20250;2025-04-02;16:50:00;-24.0956;-45.69358;32.5;23.0;24.2972395;16.3184645;;;16.291662530695046;1026.2812052964289;26.174881298279388;-6.574066164005462e-05;24.618078325;0.41147366616;;0.7280456;0.7303515;-1.3635700800000023;11.0
RBR_maestro_sn80228_20250402_165837.csv;p9;RBR_maestro_sn80228_20250;2025-04-02;16:50:00;-24.0956;-45.69358;32.5;23.5;24.93891715;16.3429391;;;16.315982780188705;1026.2796100845449;26.1704898609853;-0.0004282992960751;25.156917525;0.42153384684;;0.72858555;0.7303515;-3.7392036150000014;11.0
RBR_maestro_sn80228_20250402_165837.csv;p9;RBR_maestro_sn80228_20250;2025-04-02;16:50:00;-24.0956;-45.69358;32.5;24.0;25.3749179;16.3492781;;;16.32287872784999;1026.2620296725734;26.15100108647721;3.475167449286105e-07;25.5836084;0.4969373641199999;;0.7285776;0.7303515;-3.7392036150000014;11.0
RBR_maestro_sn80228_20250402_165837.csv;p9;RBR_maestro_sn80228_20250;2025-04-02;16:50:00;-24.0956;-45.69358;32.5;24.5;25.7922989;16.3492781;;;16.32281173595891;1026.263870545052;26.15101619298844;0.0007192210732332;26.06793045;0.4969373641199999;;0.7286389;0.7303515;-5.0998840350000005;11.0
RBR_maestro_sn80228_20250402_165837.csv;p9;RBR_maestro_sn80228_20250;2025-04-02;16:50:00;-24.0956;-45.69358;32.5;25.0;26.343562;16.2878416;;;16.260362558720285;1026.3076577877698;26.1923697947816;-0.0003838133951662;26.654575925;0.46618195792;;0.7286882;0.7303515;-5.901023880000004;11.0
RBR_maestro_sn80228_20250402_165837.csv;p9;RBR_maestro_sn80228_20250;2025-04-02;16:50:00;-24.0956;-45.69358;32.5;25.5;26.96558985;16.306881;;;16.28001007061812;1026.2854645410928;26.16745934552523;0.0001099535649914;27.266137375;0.46340342852;;0.7286201;0.7303515;-6.636102510000001;11.0
RBR_maestro_sn80228_20250402_165837.csv;p9;RBR_maestro_sn80228_20250;2025-04-02;16:50:00;-24.0956;-45.69358;32.5;26.0;27.5666849;16.2659956;;;16.23913183939263;1026.2949916799894;26.174336306075705;0.0002044528494385;27.81307885;0.46340342852;;0.7282165;0.7303515;-7.142919150000001;11.0
RBR_maestro_sn80228_20250402_165837.csv;p9;RBR_maestro_sn80228_20250;2025-04-02;16:50:00;-24.0956;-45.69358;32.5;26.5;28.0594728;16.257095;;;16.22986237974998;1026.307662093615;26.18484815376337;-inf;28.0594728;0.4993965116799999;;0.7286013;0.7303515;-7.648763280000001;11.0
RBR_maestro_sn80228_20250402_165837.csv;p9;RBR_maestro_sn80228_20250;2025-04-02;16:50:00;-24.0956;-45.69358;32.5;27.0;28.0594728;16.2572421;;;16.230009435914063;1026.307627860626;26.184813993458874;0.000326127209034;28.507198950000003;0.4342448157599999;;0.7285062;0.7303515;-8.485121880000001;11.0
RBR_maestro_sn80228_20250402_165837.csv;p9;RBR_maestro_sn80228_20250;2025-04-02;16:50:00;-24.0956;-45.69358;32.5;27.5;28.9549251;16.272251066666666;;;16.243691132082045;1026.3420212905246;26.21530549694376;-0.0078400038471297;29.14468861;0.6081636816;;0.7283104;0.7303514999999999;-8.76881694;11.0
RBR_maestro_sn80228_20250402_165837.csv;p9;RBR_maestro_sn80228_20250;2025-04-02;16:50:00;-24.0956;-45.69358;32.5;28.0;29.33445212;16.28707168;;;16.26911911697573;1026.033167529326;25.904720617387284;;29.33445212;0.556065731536;;0.7281541600000001;0.73035145;-10.214591985000002;11.0
RBR_maestro_sn80228_20250402_165837.csv;p9;RBR_maestro_sn80228_20250;2025-04-02;16:50:00;-24.0956;-45.69358;32.5;28.5;29.33445212;16.28707168;;;16.26911911697573;1026.033167529326;25.904720617387284;;;0.556065731536;;0.7281541600000001;0.73035145;-11.730897160000003;11.0
