Wavelength,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,B15,B16,B17,B18,B19,B20,B21
650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
658,0,0,0,0,0,0,0,0.005613893,0,0,0,0,0,0,0,0,0,0,0,0,0
659,0,0,0,0,0,0,0,0.094422958,0,0,0,0,0,0,0,0,0,0,0,0,0
660,0,0,0,0,0,0,0,0.484016014,0,0,0,0,0,0,0,0,0,0,0,0,0
661,0,0,0,0,0,0,0,0.88144994,0,0,0,0,0,0,0,0,0,0,0,0,0
662,0,0,0,0,0,0,0,0.978183826,0,0,0,0,0,0,0,0,0,0,0,0,0
663,0,0,0,0,0,0,0,0.98609933,0,0,0,0,0,0,0,0,0,0,0,0,0
664,0,0,0,0,0,0,0,0.988506238,0,0,0,0,0,0,0,0,0,0,0,0,0
665,0,0,0,0,0,0,0,0.991069529,0,0,0,0,0,0,0,0,0,0,0,0,0
666,0,0,0,0,0,0,0,0.994450415,0,0,0,0,0,0,0,0,0,0,0,0,0
667,0,0,0,0,0,0,0,0.997987898,0,0,0,0,0,0,0,0,0,0,0,0,0
668,0,0,0,0,0,0,0,0.996262205,0.005803867,0,0,0,0,0,0,0,0,0,0,0,0
669,0,0,0,0,0,0,0,0.907144961,0.097336124,0,0,0,0,0,0,0,0,0,0,0,0
670,0,0,0,0,0,0,0,0.508828195,0.493130694,0,0,0,0,0,0,0,0,0,0,0,0
671,0,0,0,0,0,0,0,0.102268144,0.891460661,0,0,0,0,0,0,0,0,0,0,0,0
672,0,0,0,0,0,0,0,0.006155355,0.98754071,0,0,0,0,0,0,0,0,0,0,0,0
673,0,0,0,0,0,0,0,0,0.995883494,0,0,0,0,0,0,0,0,0,0,0,0
674,0,0,0,0,0,0,0,0,0.998224149,0,0,0,0,0,0,0,0,0,0,0,0
675,0,0,0,0,0,0,0,0,0.996029013,0.001585847,0,0,0,0,0,0,0,0,0,0,0
676,0,0,0,0,0,0,0,0,0.967605678,0.027181074,0,0,0,0,0,0,0,0,0,0,0
677,0,0,0,0,0,0,0,0,0.735179388,0.259820741,0,0,0,0,0,0,0,0,0,0,0
678,0,0,0,0,0,0,0,0,0.25672217,0.740715675,0,0,0,0,0,0,0,0,0,0,0
679,0,0,0,0,0,0,0,0,0.026736526,0.970294124,0,0,0,0,0,0,0,0,0,0,0
680,0,0,0,0,0,0,0,0,0.001553264,0.993910562,0,0,0,0,0,0,0,0,0,0,0
681,0,0,0,0,0,0,0,0,0,0.992776041,0,0,0,0,0,0,0,0,0,0,0
682,0,0,0,0,0,0,0,0,0,0.996722866,0,0,0,0,0,0,0,0,0,0,0
683,0,0,0,0,0,0,0,0,0,0.996249687,0,0,0,0,0,0,0,0,0,0,0
684,0,0,0,0,0,0,0,0,0,0.906365938,0,0,0,0,0,0,0,0,0,0,0
685,0,0,0,0,0,0,0,0,0,0.505102283,0,0,0,0,0,0,0,0,0,0,0
686,0,0,0,0,0,0,0,0,0,0.100420017,0,0,0,0,0,0,0,0,0,0,0
687,0,0,0,0,0,0,0,0,0,0.006031523,0,0,0,0,0,0,0,0,0,0,0
688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701,0,0,0,0,0,0,0,0,0,0,0.000781061,0,0,0,0,0,0,0,0,0,0
702,0,0,0,0,0,0,0,0,0,0,0.011645793,0,0,0,0,0,0,0,0,0,0
703,0,0,0,0,0,0,0,0,0,0,0.158759951,0,0,0,0,0,0,0,0,0,0
704,0,0,0,0,0,0,0,0,0,0,0.605774999,0,0,0,0,0,0,0,0,0,0
705,0,0,0,0,0,0,0,0,0,0,0.923793897,0,0,0,0,0,0,0,0,0,0
706,0,0,0,0,0,0,0,0,0,0,0.980347148,0,0,0,0,0,0,0,0,0,0
707,0,0,0,0,0,0,0,0,0,0,0.986733356,0,0,0,0,0,0,0,0,0,0
708,0,0,0,0,0,0,0,0,0,0,0.990927882,0,0,0,0,0,0,0,0,0,0
709,0,0,0,0,0,0,0,0,0,0,0.994669852,0,0,0,0,0,0,0,0,0,0
710,0,0,0,0,0,0,0,0,0,0,0.996789607,0,0,0,0,0,0,0,0,0,0
711,0,0,0,0,0,0,0,0,0,0,0.998754589,0,0,0,0,0,0,0,0,0,0
712,0,0,0,0,0,0,0,0,0,0,0.988899269,0,0,0,0,0,0,0,0,0,0
713,0,0,0,0,0,0,0,0,0,0,0.838742986,0,0,0,0,0,0,0,0,0,0
714,0,0,0,0,0,0,0,0,0,0,0.379786619,0,0,0,0,0,0,0,0,0,0
715,0,0,0,0,0,0,0,0,0,0,0.055775473,0,0,0,0,0,0,0,0,0,0
716,0,0,0,0,0,0,0,0,0,0,0.003166558,0,0,0,0,0,0,0,0,0,0
717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
748,0,0,0,0,0,0,0,0,0,0,0,0.005431227,0,0,0,0,0,0,0,0,0
749,0,0,0,0,0,0,0,0,0,0,0,0.091828702,0,0,0,0,0,0,0,0,0
750,0,0,0,0,0,0,0,0,0,0,0,0.481709002,0,0,0,0,0,0,0,0,0
751,0,0,0,0,0,0,0,0,0,0,0,0.889950249,0,0,0,0,0,0,0,0,0
752,0,0,0,0,0,0,0,0,0,0,0,0.990748012,0,0,0,0,0,0,0,0,0
753,0,0,0,0,0,0,0,0,0,0,0,0.997523278,0,0,0,0,0,0,0,0,0
754,0,0,0,0,0,0,0,0,0,0,0,0.998145932,0,0,0,0,0,0,0,0,0
755,0,0,0,0,0,0,0,0,0,0,0,0.997431573,0,0,0,0,0,0,0,0,0
756,0,0,0,0,0,0,0,0,0,0,0,0.972988896,0,0,0,0,0,0,0,0,0
757,0,0,0,0,0,0,0,0,0,0,0,0.751278023,0,0,0,0,0,0,0,0,0
758,0,0,0,0,0,0,0,0,0,0,0,0.27115864,0.005985015,0,0,0,0,0,0,0,0
759,0,0,0,0,0,0,0,0,0,0,0,0.029443157,0.101053203,0,0,0,0,0,0,0,0
760,0,0,0,0,0,0,0,0,0,0,0,0.001697661,0.528823345,0.001429547,0,0,0,0,0,0,0
761,0,0,0,0,0,0,0,0,0,0,0,0,0.949696933,0.024223959,0,0,0,0,0,0,0
762,0,0,0,0,0,0,0,0,0,0,0,0,0.816582155,0.244913813,0,0,0,0,0,0,0
763,0,0,0,0,0,0,0,0,0,0,0,0,0.297179699,0.729973156,0,0,0,0,0,0,0
764,0,0,0,0,0,0,0,0,0,0,0,0,0.03228527,0.976135987,0.003003981,0,0,0,0,0,0
765,0,0,0,0,0,0,0,0,0,0,0,0,0.001862277,0.958722668,0.053124794,0,0,0,0,0,0
766,0,0,0,0,0,0,0,0,0,0,0,0,0,0.651863792,0.386339506,0,0,0,0,0,0
767,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181593721,0.884012635,0,0,0,0,0,0
768,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014305927,0.908408162,0,0,0,0,0,0
769,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000928095,0.429000098,0.002748069,0,0,0,0,0
770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065384934,0.048589821,0,0,0,0,0
771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003719716,0.353344783,0,0,0,0,0
772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.819071564,0,0,0,0,0
773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.984502715,0,0,0,0,0
774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.998138729,0,0,0,0,0
775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.997003009,0,0,0,0,0
776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.993497306,0,0,0,0,0
777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.995066063,0,0,0,0,0
778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.997795984,0,0,0,0,0
779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99755746,0,0,0,0,0
780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.995020549,0,0,0,0,0
781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.992186642,0,0,0,0,0
782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.989528017,0,0,0,0,0
783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.986516344,0,0,0,0,0
784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.981826135,0,0,0,0,0
785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.933980652,0,0,0,0,0
786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63643788,0,0,0,0,0
787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17878123,0,0,0,0,0
788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014233838,0,0,0,0,0
789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000914823,0,0,0,0,0
790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004655842,0,0,0,0
854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07987787,0,0,0,0
855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.454774365,0,0,0,0
856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.885291101,0,0,0,0
857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.995191338,0,0,0,0
858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.997704419,0,0,0,0
859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.996966138,0,0,0,0
860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.993783363,0,0,0,0
861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.989909439,0,0,0,0
862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98602139,0,0,0,0
863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.981695719,0,0,0,0
864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.977453696,0,0,0,0
865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97302479,0,0,0,0
866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.967107743,0,0,0,0
867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.960929296,0,0,0,0
868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95433747,0,0,0,0
869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.947841439,0,0,0,0
870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.941439861,0,0,0,0
871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.935272946,0,0,0,0
872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.929148947,0,0,0,0
873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.919478419,0,0,0,0
874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.846079485,0,0,0,0
875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.50667069,0,0,0,0
876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113805904,0,0,0,0
877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007054716,0,0,0,0
878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004941409,0,0,0
879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084127981,0,0,0
880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.465949071,0,0,0
881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8900028,0,0,0
882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.995298621,0,0,0
883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.994973479,0,0,0
884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.987650816,0,0,0
885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.980257999,0,0,0
886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.971972889,0,0,0
887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9636259,0,0,0
888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.951258301,0,0,0
889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.868487897,0,0,0
890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.507857065,0,0,0
891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109844421,0,0,0
892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006710703,0,0,0
893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005005106,0,0
894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08504103,0,0
895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.470033528,0,0
896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.895327511,0,0
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.995876479,0,0
898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.992696294,0,0
899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.986561157,0,0
900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.978030322,0,0
901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.969076207,0,0
902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.960175389,0,0
903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.947393597,0,0
904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.866132146,0,0
905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.509894403,0,0
906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11154749,0,0
907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006839076,0,0
908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00516489,0
929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087342664,0
930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.475741305,0
931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.897107637,0
932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.995833253,0
933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.990312571,0
934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.977993011,0
935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.965885621,0
936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.953942314,0
937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.942155634,0
938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.930030068,0
939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.917878078,0
940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.90625789,0
941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.896455858,0
942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.887027408,0
943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.877274773,0
944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.867490732,0
945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857890598,0
946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.848432471,0
947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.839110419,0
948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.826181967,0
